RECORDID,FIRSTNAME,LASTNAME,ADDRESS,CITY,POSTALCODEZIP,COUNTRY,GENDER,AGE,INCOMECODE,INCOMERANGE,INCOME,OCCUPATION,EDUCATION,RESIDENCE,FAMILYTYPE,SEGMENTATION,VISITS,TEMP_LATLONCODE,LAT,LONG,HubName,HubDist
908,Wyndham,MacIntyre,,TORONTO,,Canada,Female,38,1,"40,000 - 69,999",42244,Administration,College,Rent,Singles,Young Up and Comers,47,738,43.760686,-79.516463,"34",2.69132819150367
909,Jason,Koepka,,TORONTO,,Canada,Male,39,3,"100,000 - 129,999",107738,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,132,34,43.752233,-79.358301,"37",1.92356998620974
910,Si Woo,Theegala,,TORONTO,,Canada,Male,22,2,"70,000 - 99,999 ",75865,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,101,81,43.768279,-79.340285,"38",1.71845864857135
911,J.T.,Mickelson,,TORONTO,,Canada,Female,42,1,"40,000 - 69,999",44151,Administration,College,Rent,Singles,Young Up and Comers,42,1124,43.713835,-79.362821,"21",1.21404860963771
912,Abraham,Fleetwood,,TORONTO,,Canada,Male,46,3,"100,000 - 129,999",102692,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,8,265,43.822121,-79.195976,"57",5.16795707730348
913,Austin,Mickelson,,TORONTO,,Canada,Male,30,4,"130,000 - 169,999",156639,Sr. Manager,Masters,Owner,Family,Established Success,121,960,43.759665,-79.52456,"34",3.26579246232211
914,Bryson,McIlroy,,TORONTO,,Canada,Male,38,4,"130,000 - 169,999",156522,Sr. Manager,Masters,Owner,Family,Established Success,34,299,43.709912,-79.56386,"32",6.46338762143034
915,Cameron,Scott,,TORONTO,,Canada,Female,27,3,"100,000 - 129,999",115460,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,35,60,43.661959,-79.414007,"27",0.483936537357354
916,Phil,Hatton,,TORONTO,,Canada,Female,50,2,"70,000 - 99,999 ",74109,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,115,149,43.832119,-79.197432,"57",5.95486385067013
917,Min Woo,Bhatia,,TORONTO,,Canada,Male,35,4,"130,000 - 169,999",131517,Sr. Manager,Masters,Owner,Family,Established Success,146,931,43.708853,-79.540091,"7",2.8899897138128
918,Hideki,Bhatia,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",58778,Administration,College,Rent,Singles,Young Up and Comers,85,622,43.706042,-79.481167,"16",1.285940457363
919,Xander,Lee,,TORONTO,,Canada,Male,40,5,"160,000 - 189,999",163089,Executive,Doctorate,Owner,Family,City Affluence,28,942,43.761541,-79.58126,"7",8.65556756091989
920,Jon,Straka,,TORONTO,,Canada,Male,37,3,"100,000 - 129,999",105793,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,46,262,43.723635,-79.2403,"56",2.7848341420002
921,Bryson,Finau,,TORONTO,,Canada,Male,43,4,"130,000 - 169,999",154711,Sr. Manager,Masters,Owner,Family,Established Success,48,1192,43.648168,-79.553691,"28",2.31016064147572
922,Tyrrell,Hadwin,,TORONTO,,Canada,Male,28,5,"160,000 - 189,999",178208,Executive,Doctorate,Owner,Family,City Affluence,112,1037,43.684309,-79.594059,"32",3.58350730680338
923,Ludvig,Kim,,TORONTO,,Canada,Female,55,3,"100,000 - 129,999",117782,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,94,798,43.756691,-79.576663,"7",8.01543796044298
924,Robert,Noren,,TORONTO,,Canada,Female,24,2,"70,000 - 99,999 ",73477,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,3,654,43.638667,-79.505671,"30",2.35394867673778
925,Denny,Hatton,,TORONTO,,Canada,Female,58,4,"130,000 - 169,999",131326,Sr. Manager,Masters,Owner,Family,Established Success,121,346,43.662515,-79.534075,"30",1.63395944653648
926,Joaquin,Koepka,,TORONTO,,Canada,Female,29,3,"100,000 - 129,999",125424,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,107,199,43.68711,-79.305896,"2",1.13292541923539
927,Robert,Theegala,,TORONTO,,Canada,Female,22,1,"40,000 - 69,999",62793,Administration,College,Rent,Singles,Young Up and Comers,19,245,43.809766,-79.144846,"43",8.29101305500975
928,J.T.,Bhatia,,TORONTO,,Canada,Male,45,5,"160,000 - 189,999",189533,Executive,Doctorate,Owner,Family,City Affluence,1,504,43.778766,-79.231838,"57",1.25520865352018
929,Adam,Spieth,,TORONTO,,Canada,Male,48,2,"70,000 - 99,999 ",87873,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,124,800,43.820569,-79.192572,"57",5.24065916383127
930,Xander,Oosthuizen,,TORONTO,,Canada,Female,32,2,"70,000 - 99,999 ",81403,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,110,1098,43.714507,-79.338109,"35",2.20661242730583
931,Wyndham,Smith,,TORONTO,,Canada,Male,46,1,"40,000 - 69,999",57899,Administration,College,Rent,Singles,Young Up and Comers,23,548,43.789666,-79.3222,"44",2.10527994406954
932,Adam,Eckroat,,TORONTO,,Canada,Male,36,4,"130,000 - 169,999",132147,Sr. Manager,Masters,Owner,Family,Established Success,44,869,43.659124,-79.571161,"32",1.09392422454833
933,Matt,Schauffele,,TORONTO,,Canada,Male,46,3,"100,000 - 129,999",124962,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,107,724,43.704851,-79.316667,"2",3.27753653336334
934,Tony,Homa,,TORONTO,,Canada,Female,53,3,"100,000 - 129,999",103795,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,92,773,43.604944,-79.522329,"31",1.96708401982609
935,Robert,Rahm,,TORONTO,,Canada,Male,51,4,"130,000 - 169,999",145527,Sr. Manager,Masters,Owner,Family,Established Success,62,914,43.765818,-79.280712,"41",0.679812627368146
936,Justin,DeChambeau,,TORONTO,,Canada,Female,32,5,"160,000 - 189,999",169034,Executive,Doctorate,Owner,Family,City Affluence,2,985,43.699765,-79.380401,"26",0.534647253049725
937,Rory,Hatton,,TORONTO,,Canada,Female,52,2,"70,000 - 99,999 ",92629,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,95,204,43.740935,-79.242946,"42",2.12287019793702
938,Christiaan,Zalatoris,,TORONTO,,Canada,Male,23,5,"160,000 - 189,999",179445,Executive,Doctorate,Owner,Family,City Affluence,107,23,43.729574,-79.364263,"37",1.45907079711118
939,Collin,Homa,,TORONTO,,Canada,Female,45,2,"70,000 - 99,999 ",95119,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,49,121,43.764589,-79.361211,"50",1.84849165970646
940,Jason,Conners,,TORONTO,,Canada,Female,26,2,"70,000 - 99,999 ",99280,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,132,780,43.694872,-79.552555,"7",4.12230590557783
941,Wyndham,Thomas,,TORONTO,,Canada,Female,40,3,"100,000 - 129,999",110763,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,17,647,43.638932,-79.527704,"30",2.45998935696333
942,Austin,Finau,,TORONTO,,Canada,Male,18,3,"100,000 - 129,999",115329,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,2,773,43.604944,-79.522329,"31",1.96708401982609
943,Sepp,Young,,TORONTO,,Canada,Female,44,1,"40,000 - 69,999",40303,Administration,College,Rent,Singles,Young Up and Comers,106,987,43.814131,-79.315089,"44",1.92237337822975
944,Sepp,Conners,,TORONTO,,Canada,Female,51,2,"70,000 - 99,999 ",96538,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,53,814,43.683227,-79.581856,"32",3.32995235544376
945,Aaron,Theegala,,TORONTO,,Canada,Male,22,2,"70,000 - 99,999 ",97574,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,84,1106,43.672242,-79.492042,"30",2.33949256916471
946,Phil,Ancer,,TORONTO,,Canada,Male,19,3,"100,000 - 129,999",106843,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,24,290,43.793058,-79.359666,"44",2.37068647577905
947,Akshay,Noren,,TORONTO,,Canada,Male,29,5,"160,000 - 189,999",167715,Executive,Doctorate,Owner,Family,City Affluence,118,657,43.771336,-79.539783,"34",4.89591090836375
948,Sahith,Clark,,TORONTO,,Canada,Male,52,4,"130,000 - 169,999",140328,Sr. Manager,Masters,Owner,Family,Established Success,131,771,43.745809,-79.375557,"51",0.923419361389553
949,Mackenzie,McIlroy,,TORONTO,,Canada,Female,47,3,"100,000 - 129,999",126817,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,1,721,43.736297,-79.449646,"55",1.0992552641865
950,Patrick,DeChambeau,,TORONTO,,Canada,Female,58,4,"130,000 - 169,999",139368,Sr. Manager,Masters,Owner,Family,Established Success,51,266,43.725215,-79.263345,"56",2.82853958359444
951,Tommy,Thomas,,TORONTO,,Canada,Male,38,2,"70,000 - 99,999 ",73192,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,845,43.797983,-79.192795,"57",3.9569039421654
952,Louis,Woods,,TORONTO,,Canada,Female,53,2,"70,000 - 99,999 ",76923,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,132,919,43.710839,-79.356459,"21",1.05155119450496
953,Mackenzie,Rai,,TORONTO,,Canada,Female,21,2,"70,000 - 99,999 ",91700,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,60,97,43.737941,-79.55807,"7",5.51819900905903
954,Tommy,Matsuyama,,TORONTO,,Canada,Male,44,2,"70,000 - 99,999 ",89309,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,4,738,43.760686,-79.516463,"34",2.69132819150367
955,Mackenzie,Mickelson,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",128018,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,43,717,43.754225,-79.268337,"41",1.94742771987288
956,Tommy,Rahm,,TORONTO,,Canada,Male,34,2,"70,000 - 99,999 ",77173,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,129,1158,43.807262,-79.248547,"59",2.20856123550835
957,Jason,Fleetwood,,TORONTO,,Canada,Male,47,2,"70,000 - 99,999 ",74963,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,143,827,43.694005,-79.386683,"26",0.550982325912733
958,Xander,Cantlay,,TORONTO,,Canada,Male,24,2,"70,000 - 99,999 ",83282,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,88,1095,43.659083,-79.341149,"24",1.04735047730398
959,Denny,Eckroat,,TORONTO,,Canada,Female,19,1,"40,000 - 69,999",42100,Administration,College,Rent,Singles,Young Up and Comers,104,1184,43.75883,-79.323466,"38",0.544790287241488
960,Alex,Theegala,,TORONTO,,Canada,Male,35,3,"100,000 - 129,999",126925,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,120,1190,43.830602,-79.210085,"57",5.28125472333966
961,Si Woo,McIlroy,,TORONTO,,Canada,Female,55,1,"40,000 - 69,999",60684,Administration,College,Rent,Singles,Young Up and Comers,78,488,43.733396,-79.5694,"7",5.99993032980041
962,Jordan,Hughes,,TORONTO,,Canada,Female,52,1,"40,000 - 69,999",47754,Administration,College,Rent,Singles,Young Up and Comers,128,183,43.714986,-79.26907,"56",1.99769563061599
963,Shane,Morikawa,,TORONTO,,Canada,Female,42,2,"70,000 - 99,999 ",87084,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,80,1113,43.729133,-79.619192,"32",8.94635921027226
964,Sepp,Morikawa,,TORONTO,,Canada,Male,32,1,"40,000 - 69,999",54672,Administration,College,Rent,Singles,Young Up and Comers,111,664,43.675302,-79.374801,"13",1.06845505129933
965,Will,Bezuidenhout,,TORONTO,,Canada,Female,44,2,"70,000 - 99,999 ",98518,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,75,891,43.795123,-79.352502,"44",1.77797964641248
966,Phil,Cantlay,,TORONTO,,Canada,Male,42,3,"100,000 - 129,999",109466,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,95,965,43.801902,-79.397372,"50",4.08779702559555
967,Robert,Finau,,TORONTO,,Canada,Female,47,4,"130,000 - 169,999",141205,Sr. Manager,Masters,Owner,Family,Established Success,23,518,43.667978,-79.298211,"2",1.08208060138868
968,Abraham,Hadwin,,TORONTO,,Canada,Male,26,4,"130,000 - 169,999",155865,Sr. Manager,Masters,Owner,Family,Established Success,49,471,43.74643,-79.445875,"53",0.883607649214255
969,Si Woo,Zalatoris,,TORONTO,,Canada,Male,52,3,"100,000 - 129,999",105579,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,72,1191,43.725271,-79.405045,"22",0.914178942830442
970,Adam,Mickelson,,TORONTO,,Canada,Female,44,3,"100,000 - 129,999",122859,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,93,48,43.717537,-79.421169,"14",1.29670014768765
971,Cameron,Ancer,,TORONTO,,Canada,Male,35,3,"100,000 - 129,999",112023,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,49,247,43.788393,-79.231339,"57",0.70683592055566
972,Brooks,Fleetwood,,TORONTO,,Canada,Female,28,1,"40,000 - 69,999",48142,Administration,College,Rent,Singles,Young Up and Comers,13,540,43.728477,-79.237776,"45",2.06726664807855
973,Jordan,Noren,,TORONTO,,Canada,Female,54,1,"40,000 - 69,999",41227,Administration,College,Rent,Singles,Young Up and Comers,3,856,43.610843,-79.493069,"29",0.253264815810178
974,Tiger,Clark,,TORONTO,,Canada,Female,52,1,"40,000 - 69,999",60553,Administration,College,Rent,Singles,Young Up and Comers,8,911,43.613349,-79.482445,"29",1.1227599692904
975,Hideki,Rai,,TORONTO,,Canada,Female,37,2,"70,000 - 99,999 ",98534,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,21,1097,43.759786,-79.312476,"38",0.721424481846894
976,Mackenzie,Day,,TORONTO,,Canada,Female,45,2,"70,000 - 99,999 ",76856,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,58,37,43.774341,-79.183172,"43",3.38157414578929
977,Max,DeChambeau,,TORONTO,,Canada,Female,28,2,"70,000 - 99,999 ",73686,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,90,1164,43.763941,-79.246496,"42",2.00955893654421
978,Scottie,Aberg,,TORONTO,,Canada,Male,38,1,"40,000 - 69,999",55336,Administration,College,Rent,Singles,Young Up and Comers,140,241,43.637146,-79.353653,"24",3.51342578097702
979,Wyndham,Kim,,TORONTO,,Canada,Male,51,4,"130,000 - 169,999",152755,Sr. Manager,Masters,Owner,Family,Established Success,51,543,43.754595,-79.339773,"36",2.20979548657535
980,Justin,Im,,TORONTO,,Canada,Male,33,3,"100,000 - 129,999",115737,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,19,518,43.667978,-79.298211,"2",1.08208060138868
981,J.T.,Kim,,TORONTO,,Canada,Male,29,2,"70,000 - 99,999 ",87260,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,10,267,43.599643,-79.552986,"28",3.42579224382556
982,Corey,Clark,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",43158,Administration,College,Rent,Singles,Young Up and Comers,1,1081,43.642166,-79.40866,"27",2.6360737492591
983,Louis,Im,,TORONTO,,Canada,Male,37,3,"100,000 - 129,999",122108,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,60,867,43.77343,-79.373067,"50",1.17845371530757
984,Corey,Schauffele,,TORONTO,,Canada,Female,51,2,"70,000 - 99,999 ",86770,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,39,1099,43.788571,-79.198186,"57",3.37548994479734
985,Louis,Hadwin,,TORONTO,,Canada,Male,23,1,"40,000 - 69,999",69832,Administration,College,Rent,Singles,Young Up and Comers,113,956,43.725118,-79.360762,"37",1.57980513130458
986,Aaron,Mickelson,,TORONTO,,Canada,Female,49,1,"40,000 - 69,999",54508,Administration,College,Rent,Singles,Young Up and Comers,114,959,43.71597,-79.465601,"16",2.03178937630388
987,Tiger,Hughes,,TORONTO,,Canada,Female,36,2,"70,000 - 99,999 ",83224,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,88,48,43.717537,-79.421169,"14",1.29670014768765
988,Tony,Hovland,,TORONTO,,Canada,Male,30,4,"130,000 - 169,999",142072,Sr. Manager,Masters,Owner,Family,Established Success,44,159,43.76383,-79.207062,"42",1.74861134432775
989,Min Woo,Smith,,TORONTO,,Canada,Male,37,4,"130,000 - 169,999",141796,Sr. Manager,Masters,Owner,Family,Established Success,46,791,43.66724,-79.416556,"27",0.319727031807886
990,Wyndham,Straka,,TORONTO,,Canada,Male,47,5,"160,000 - 189,999",183969,Executive,Doctorate,Owner,Family,City Affluence,120,315,43.647486,-79.357278,"24",2.85168631548496
991,Justin,Hatton,,TORONTO,,Canada,Male,45,1,"40,000 - 69,999",46895,Administration,College,Rent,Singles,Young Up and Comers,97,667,43.684138,-79.28358,"40",1.53364123453202
992,Jason,Schauffele,,TORONTO,,Canada,Female,47,1,"40,000 - 69,999",59132,Administration,College,Rent,Singles,Young Up and Comers,144,118,43.716064,-79.432491,"14",1.23809317522155
993,Denny,Lee,,TORONTO,,Canada,Female,24,3,"100,000 - 129,999",126738,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,129,1054,43.632745,-79.514396,"30",2.90282126536204
994,Tommy,McIlroy,,TORONTO,,Canada,Female,49,3,"100,000 - 129,999",117992,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,11,509,43.741366,-79.208582,"45",0.814321999522654
995,Emiliano,Niemann,,TORONTO,,Canada,Female,37,1,"40,000 - 69,999",54186,Administration,College,Rent,Singles,Young Up and Comers,53,970,43.691882,-79.351935,"21",1.5461704123903
996,Matt,Aberg,,TORONTO,,Canada,Female,19,3,"100,000 - 129,999",105544,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,45,169,43.726906,-79.612046,"32",8.53278169300367
997,Adam,Finau,,TORONTO,,Canada,Male,57,5,"160,000 - 189,999",180155,Executive,Doctorate,Owner,Family,City Affluence,87,590,43.695367,-79.495279,"8",1.45615341970471
998,Scottie,Finau,,TORONTO,,Canada,Male,36,4,"130,000 - 169,999",144266,Sr. Manager,Masters,Owner,Family,Established Success,61,997,43.738596,-79.54959,"7",5.04972126356168
999,Max,Aberg,,TORONTO,,Canada,Female,41,4,"130,000 - 169,999",130232,Sr. Manager,Masters,Owner,Family,Established Success,94,529,43.827158,-79.216724,"57",4.70614383241513
1000,J.T.,Schauffele,,TORONTO,,Canada,Female,48,5,"160,000 - 189,999",164359,Executive,Doctorate,Owner,Family,City Affluence,59,400,43.77322,-79.312382,"38",1.28628079945132
1001,Tom,Hadwin,,TORONTO,,Canada,Male,35,2,"70,000 - 99,999 ",86319,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,72,243,43.81343,-79.292368,"46",3.49082115524659
1002,Cameron,Mickelson,,TORONTO,,Canada,Female,52,4,"130,000 - 169,999",146020,Sr. Manager,Masters,Owner,Family,Established Success,18,776,43.730172,-79.529609,"7",3.26871196282513
1003,Tom,Lowry,,TORONTO,,Canada,Female,19,3,"100,000 - 129,999",121259,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,34,850,43.786492,-79.192858,"43",4.53066595459318
1004,Justin,Theegala,,TORONTO,,Canada,Female,32,2,"70,000 - 99,999 ",76712,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,63,783,43.667545,-79.565939,"32",2.05165992191296
1005,Adam,MacIntyre,,TORONTO,,Canada,Female,30,5,"160,000 - 189,999",170682,Executive,Doctorate,Owner,Family,City Affluence,127,958,43.655041,-79.588146,"32",0.530265082731503
1006,Tom,Morikawa,,TORONTO,,Canada,Male,55,2,"70,000 - 99,999 ",98764,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,98,353,43.700039,-79.38997,"10",0.33928094875129
1007,Matt,Hovland,,TORONTO,,Canada,Male,47,2,"70,000 - 99,999 ",95049,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,26,265,43.822121,-79.195976,"57",5.16795707730348
1008,Denny,Smith,,TORONTO,,Canada,Female,23,3,"100,000 - 129,999",120098,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,110,57,43.665091,-79.347687,"24",1.45822418977336
1009,Cameron,Young,,TORONTO,,Canada,Male,20,2,"70,000 - 99,999 ",96882,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,115,493,43.62838,-79.517882,"29",2.57630980681599
1010,Denny,Spieth,,TORONTO,,Canada,Male,56,4,"130,000 - 169,999",142933,Sr. Manager,Masters,Owner,Family,Established Success,75,704,43.653634,-79.330473,"24",1.10555912813352
1011,Tyrrell,Hadwin,,TORONTO,,Canada,Female,48,2,"70,000 - 99,999 ",88971,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,99,1165,43.69873,-79.505865,"7",0.946729495506856
1012,Abraham,Clark,,TORONTO,,Canada,Male,50,3,"100,000 - 129,999",126136,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,115,948,43.727617,-79.248182,"56",3.03324738785684
1013,Hideki,Clark,,TORONTO,,Canada,Female,55,5,"160,000 - 189,999",179511,Executive,Doctorate,Owner,Family,City Affluence,91,402,43.764915,-79.441092,"53",1.21999427361272
1014,Phil,Hadwin,,TORONTO,,Canada,Female,52,2,"70,000 - 99,999 ",70677,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,21,588,43.786089,-79.30978,"46",1.29779925114467
1015,Tommy,Clark,,TORONTO,,Canada,Male,44,3,"100,000 - 129,999",126528,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,96,715,43.739377,-79.300445,"41",2.86822145345533
1016,Adam,Scott,,TORONTO,,Canada,Male,36,2,"70,000 - 99,999 ",80522,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,131,1067,43.637914,-79.507834,"30",2.38891981950643
1017,Jon,Rahm,,TORONTO,,Canada,Female,20,2,"70,000 - 99,999 ",94087,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,3,334,43.7804,-79.316295,"38",1.94598525330956
1018,Jason,Morikawa,,TORONTO,,Canada,Female,29,5,"160,000 - 189,999",183619,Executive,Doctorate,Owner,Family,City Affluence,58,724,43.704851,-79.316667,"2",3.27753653336334
1019,Jordan,Rai,,TORONTO,,Canada,Male,54,3,"100,000 - 129,999",125060,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,102,96,43.651521,-79.591135,"32",0.757860462240319
1020,Shane,DeChambeau,,TORONTO,,Canada,Male,38,4,"130,000 - 169,999",136783,Sr. Manager,Masters,Owner,Family,Established Success,57,712,43.747058,-79.192949,"43",0.43392832307052
1021,Emiliano,Clark,,TORONTO,,Canada,Female,20,1,"40,000 - 69,999",44704,Administration,College,Rent,Singles,Young Up and Comers,5,249,43.70025,-79.590612,"32",5.26671262511725
1022,Aaron,Theegala,,TORONTO,,Canada,Male,48,5,"160,000 - 189,999",169636,Executive,Doctorate,Owner,Family,City Affluence,147,385,43.645712,-79.47676,"49",0.896037280127121
1023,Corey,Straka,,TORONTO,,Canada,Male,50,3,"100,000 - 129,999",128874,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,15,215,43.629512,-79.401924,"27",4.14166776937728
1024,Mackenzie,Straka,,TORONTO,,Canada,Male,39,3,"100,000 - 129,999",100636,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,29,548,43.789666,-79.3222,"44",2.10527994406954
1025,Scottie,Niemann,,TORONTO,,Canada,Male,44,1,"40,000 - 69,999",46253,Administration,College,Rent,Singles,Young Up and Comers,48,11,43.696652,-79.487063,"16",1.40055630784088
1026,Jason,Aberg,,TORONTO,,Canada,Male,22,2,"70,000 - 99,999 ",73191,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,108,365,43.671076,-79.291099,"2",1.13597701847677
1027,Alex,McCarthy,,TORONTO,,Canada,Male,24,5,"160,000 - 189,999",184579,Executive,Doctorate,Owner,Family,City Affluence,52,615,43.676162,-79.58354,"32",2.54779619692094
1028,Tyrrell,Conners,,TORONTO,,Canada,Male,41,2,"70,000 - 99,999 ",99033,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,118,647,43.638932,-79.527704,"30",2.45998935696333
1029,Rory,Day,,TORONTO,,Canada,Male,50,3,"100,000 - 129,999",128937,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,123,259,43.63953,-79.462985,"49",1.58959296877251
1030,Ludvig,Schauffele,,TORONTO,,Canada,Female,57,1,"40,000 - 69,999",58298,Administration,College,Rent,Singles,Young Up and Comers,21,690,43.764473,-79.519892,"34",3.12344805720988
1031,Wyndham,Kim,,TORONTO,,Canada,Male,53,3,"100,000 - 129,999",108776,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,127,20,43.755467,-79.447778,"53",0.231614525759352
1032,Brooks,MacIntyre,,TORONTO,,Canada,Female,51,5,"160,000 - 189,999",175550,Executive,Doctorate,Owner,Family,City Affluence,143,485,43.744793,-79.330535,"36",1.37568573965755
1033,Emiliano,Spieth,,TORONTO,,Canada,Female,25,5,"160,000 - 189,999",179360,Executive,Doctorate,Owner,Family,City Affluence,34,1196,43.739711,-79.302202,"41",2.88376571484058
1034,Scottie,Rai,,TORONTO,,Canada,Female,39,5,"160,000 - 189,999",186253,Executive,Doctorate,Owner,Family,City Affluence,117,452,43.667359,-79.520154,"30",1.04920243143662
1035,Tiger,Poston,,TORONTO,,Canada,Male,48,2,"70,000 - 99,999 ",92418,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,23,94,43.810992,-79.317658,"44",1.58614351627238
1036,Brian,Schauffele,,TORONTO,,Canada,Male,49,5,"160,000 - 189,999",180059,Executive,Doctorate,Owner,Family,City Affluence,126,428,43.719855,-79.372787,"21",2.02141269035184
1037,Brian,Poston,,TORONTO,,Canada,Male,34,2,"70,000 - 99,999 ",88043,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,119,231,43.694799,-79.410637,"5",1.29136934753835
1038,Robert,McIlroy,,TORONTO,,Canada,Male,49,3,"100,000 - 129,999",120796,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,1,649,43.79319,-79.208136,"57",2.63022566551521
1039,Jordan,Hughes,,TORONTO,,Canada,Male,19,1,"40,000 - 69,999",64820,Administration,College,Rent,Singles,Young Up and Comers,129,1182,43.678188,-79.431894,"47",1.05886241407913
1040,Collin,Finau,,TORONTO,,Canada,Male,36,2,"70,000 - 99,999 ",99843,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,917,43.800199,-79.300444,"46",2.06916490472352
1041,Sungjae,Oosthuizen,,TORONTO,,Canada,Female,36,1,"40,000 - 69,999",52964,Administration,College,Rent,Singles,Young Up and Comers,19,18,43.701336,-79.485796,"16",1.34521152067912
1042,Akshay,Day,,TORONTO,,Canada,Male,26,5,"160,000 - 189,999",179670,Executive,Doctorate,Owner,Family,City Affluence,82,738,43.760686,-79.516463,"34",2.69132819150367
1043,Xander,Woods,,TORONTO,,Canada,Male,43,2,"70,000 - 99,999 ",84039,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,120,506,43.744816,-79.222346,"45",0.526573660285588
1044,Adam,Oosthuizen,,TORONTO,,Canada,Male,43,1,"40,000 - 69,999",44737,Administration,College,Rent,Singles,Young Up and Comers,78,180,43.757812,-79.545867,"34",4.89764498957213
1045,Aaron,Scott,,TORONTO,,Canada,Male,23,5,"160,000 - 189,999",182287,Executive,Doctorate,Owner,Family,City Affluence,59,555,43.768456,-79.270612,"41",1.54428383335361
1046,Mackenzie,Scheffler,,TORONTO,,Canada,Male,45,3,"100,000 - 129,999",128787,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,46,414,43.763499,-79.340298,"38",1.6214111290481
